Time (s) Run #1;Position (mm) Run #1;Light Intensity (%) Run #1;Log of Light Intensity Run #1;Intensity Vs. Time Run #1;Intensity Vs. Wavelength Run #1;Time (s) Run #2;Position (mm) Run #2;Light Intensity (%) Run #2;Log of Light Intensity Run #2;Intensity Vs. Time Run #2;Intensity Vs. Wavelength Run #2;Time (s) Run #3;Position (mm) Run #3;Light Intensity (%) Run #3;Log of Light Intensity Run #3;Intensity Vs. Time Run #3;Intensity Vs. Wavelength Run #3;Time (s) Run #4;Position (mm) Run #4;Light Intensity (%) Run #4;Log of Light Intensity Run #4;Intensity Vs. Time Run #4;Intensity Vs. Wavelength Run #4;Time (s) Run #5;Position (mm) Run #5;Light Intensity (%) Run #5;Log of Light Intensity Run #5;Intensity Vs. Time Run #5;Intensity Vs. Wavelength Run #5
0;-3,00;0,5;1,7;4,72;5;0;56,73;0,5;1,7;4,71;5;0;-12,08;0,5;1,7;4,81;5;0;22,09;0,5;1,7;4,69;5;0;81,68;0,5;1,7;4,78;5
50;-3,00;0,5;1,7;;5;50;56,73;0,5;1,7;;5;50;-12,08;0,5;1,7;;5;50;22,09;0,5;1,7;;5;50;81,68;0,5;1,7;;5
100;-3,00;0,5;1,7;;5;100;56,73;0,5;1,7;;5;100;-12,09;0,5;1,7;;5;100;22,09;0,5;1,7;;5;100;81,68;0,5;1,7;;5
150;-3,00;0,5;1,7;;5;150;56,73;0,5;1,7;;5;150;-12,09;0,5;1,7;;5;150;22,09;0,5;1,7;;5;150;81,68;0,5;1,7;;5
200;-3,00;0,5;1,7;;5;200;56,73;0,5;1,7;;5;200;-12,08;0,5;1,7;;5;200;22,09;0,5;1,7;;5;200;81,68;0,5;1,7;;5
250;-3,00;0,5;1,7;;5;250;56,73;0,5;1,7;;5;250;-12,08;0,5;1,7;;5;250;22,09;0,5;1,7;;5;250;81,68;0,5;1,7;;5
300;-3,00;0,5;1,7;;5;300;56,73;0,5;1,7;;5;300;-12,08;0,5;1,7;;5;300;22,09;0,5;1,7;;5;300;81,68;0,5;1,7;;5
350;-3,00;0,5;1,7;;5;350;56,73;0,5;1,7;;5;350;-12,08;0,5;1,7;;5;350;22,09;0,5;1,7;;5;350;81,68;0,5;1,7;;5
400;-3,00;0,5;1,7;;5;400;56,73;0,5;1,7;;5;400;-12,08;0,5;1,7;;5;400;22,09;0,5;1,7;;5;400;81,68;0,5;1,7;;5
450;-3,00;0,5;1,7;;5;450;56,73;0,5;1,7;;5;450;-12,08;0,5;1,7;;5;450;22,09;0,5;1,7;;5;450;81,68;0,5;1,7;;5
500;-3,00;0,5;1,7;;5;500;56,73;0,5;1,7;;5;500;-12,08;0,5;1,7;;5;500;22,09;0,5;1,7;;5;500;81,68;0,5;1,7;;5
550;-3,00;0,5;1,7;;5;550;56,73;0,5;1,7;;5;550;-12,08;0,5;1,7;;5;550;22,09;0,5;1,7;;5;550;81,68;0,5;1,7;;5
600;-3,00;0,5;1,7;;5;600;56,73;0,5;1,7;;5;600;-12,08;0,5;1,7;;5;600;22,09;0,5;1,7;;5;600;81,68;0,5;1,7;;5
650;-3,00;0,5;1,7;;5;650;56,73;0,5;1,7;;5;650;-12,08;0,5;1,7;;5;650;22,09;0,5;1,7;;5;650;81,68;0,5;1,7;;5
700;-3,00;0,5;1,7;;5;700;56,73;0,5;1,7;;5;700;-12,08;0,5;1,7;;5;700;22,09;0,5;1,7;;5;700;81,68;0,5;1,7;;5
750;-3,00;0,5;1,7;;5;750;56,73;0,5;1,7;;5;750;-12,08;0,5;1,7;;5;750;22,09;0,5;1,7;;5;750;81,68;0,5;1,7;;5
800;-3,00;0,5;1,7;;5;800;56,73;0,5;1,7;;5;800;-12,08;0,5;1,7;;5;800;22,09;0,5;1,7;;5;800;81,68;0,5;1,7;;5
850;-3,00;0,5;1,7;;5;850;56,73;0,5;1,7;;5;850;-12,08;0,5;1,7;;5;850;22,09;0,5;1,7;;5;850;81,68;0,5;1,7;;5
900;-3,00;0,5;1,7;;5;900;56,73;0,5;1,7;;5;900;-12,08;0,5;1,7;;5;900;22,09;0,5;1,7;;5;900;81,68;0,5;1,7;;5
950;-3,00;0,5;1,7;;5;950;56,73;0,5;1,7;;5;950;-12,08;0,5;1,7;;5;950;22,09;0,5;1,7;;5;950;81,68;0,5;1,7;;5
1000;-3,00;0,5;1,7;4,75;5;1000;56,73;0,5;1,7;4,78;5;1000;-12,08;0,5;1,7;4,75;5;1000;22,15;0,5;1,7;4,81;5;1000;81,68;0,5;1,7;4,68;5
1050;-3,00;0,5;1,7;;5;1050;56,73;0,5;1,7;;5;1050;-12,08;0,5;1,7;;5;1050;22,38;0,5;1,7;;5;1050;81,69;0,5;1,7;;5
1100;-3,00;0,5;1,7;;5;1100;56,73;0,5;1,7;;5;1100;-12,08;0,5;1,7;;5;1100;23,00;0,5;1,7;;5;1100;82,00;0,5;1,7;;5
1150;-3,00;0,5;1,7;;5;1150;56,73;0,5;1,7;;5;1150;-12,08;0,5;1,7;;5;1150;23,62;0,5;1,7;;5;1150;82,59;0,5;1,7;;5
1200;-3,00;0,5;1,7;;5;1200;56,73;0,5;1,7;;5;1200;-12,09;0,5;1,7;;5;1200;23,88;0,5;1,7;;5;1200;83,09;0,5;1,7;;5
1250;-3,00;0,5;1,7;;5;1250;56,73;0,5;1,7;;5;1250;-12,09;0,5;1,7;;5;1250;24,17;0,5;1,7;;5;1250;83,48;0,5;1,7;;5
1300;-3,00;0,5;1,7;;5;1300;56,73;0,5;1,7;;5;1300;-12,09;0,5;1,7;;5;1300;24,50;0,5;1,7;;5;1300;83,81;0,5;1,7;;5
1350;-3,00;0,5;1,7;;5;1350;56,73;0,5;1,7;;5;1350;-12,05;0,5;1,7;;5;1350;24,87;0,5;1,7;;5;1350;84,15;0,5;1,7;;5
1400;-3,00;0,5;1,7;;5;1400;56,73;0,5;1,7;;5;1400;-12,02;0,5;1,7;;5;1400;25,27;0,5;1,7;;5;1400;84,58;0,5;1,7;;5
1450;-3,00;0,5;1,7;;5;1450;56,73;0,5;1,7;;5;1450;-12,03;0,5;1,7;;5;1450;25,59;0,5;1,7;;5;1450;85,07;0,5;1,7;;5
1500;-3,00;0,5;1,7;;5;1500;56,73;0,5;1,7;;5;1500;-11,92;0,5;1,7;;5;1500;25,84;0,5;1,7;;5;1500;85,67;0,5;1,7;;5
1550;-3,00;0,5;1,7;;5;1550;56,73;0,5;1,7;;5;1550;-11,81;0,5;1,7;;5;1550;26,04;0,5;1,7;;5;1550;86,36;0,5;1,7;;5
1600;-3,00;0,5;1,7;;5;1600;56,73;0,5;1,7;;5;1600;-11,72;0,5;1,7;;5;1600;26,35;0,5;1,7;;5;1600;86,61;0,5;1,7;;5
1650;-3,00;0,5;1,7;;5;1650;56,73;0,5;1,7;;5;1650;-11,69;0,6;1,7;;5;1650;26,65;0,5;1,7;;5;1650;86,46;0,5;1,7;;5
1700;-3,00;0,5;1,7;;5;1700;56,73;0,5;1,7;;5;1700;-11,67;0,6;1,7;;5;1700;26,95;0,5;1,7;;5;1700;85,78;0,5;1,7;;5
1750;-3,00;0,5;1,7;;5;1750;56,73;0,5;1,7;;5;1750;-11,64;0,6;1,8;;5;1750;27,37;0,5;1,7;;5;1750;84,40;0,5;1,7;;5
1800;-3,00;0,5;1,7;;5;1800;56,73;0,5;1,7;;5;1800;-11,64;0,6;1,7;;5;1800;27,68;0,5;1,7;;5;1800;83,20;0,5;1,7;;5
1850;-3,00;0,5;1,7;;5;1850;56,73;0,5;1,7;;5;1850;-11,64;0,6;1,7;;5;1850;27,96;0,5;1,7;;5;1850;81,98;0,5;1,7;;5
1900;-3,00;0,5;1,7;;5;1900;56,73;0,5;1,7;;5;1900;-11,64;0,6;1,8;;5;1900;28,18;0,5;1,7;;5;1900;80,92;0,5;1,7;;5
1950;-3,00;0,5;1,7;;5;1950;56,73;0,5;1,7;;5;1950;-11,64;0,6;1,8;;5;1950;28,41;0,5;1,7;;5;1950;79,68;0,5;1,7;;5
2000;-3,00;0,5;1,7;4,75;5;2000;56,73;0,5;1,7;4,66;5;2000;-11,64;0,6;1,7;4,67;5;2000;28,61;0,5;1,7;4,69;5;2000;78,44;0,5;1,7;4,75;5
2050;-3,00;0,5;1,7;;5;2050;56,73;0,5;1,7;;5;2050;-11,64;0,6;1,7;;5;2050;28,81;0,5;1,7;;5;2050;77,71;0,5;1,7;;5
2100;-3,00;0,5;1,7;;5;2100;56,73;0,5;1,7;;5;2100;-11,64;0,6;1,7;;5;2100;29,00;0,5;1,7;;5;2100;77,37;0,5;1,7;;5
2150;-3,00;0,5;1,7;;5;2150;56,73;0,5;1,7;;5;2150;-11,64;0,6;1,7;;5;2150;29,22;0,5;1,7;;5;2150;76,85;0,5;1,7;;5
2200;-3,00;0,5;1,7;;5;2200;56,73;0,5;1,7;;5;2200;-11,64;0,6;1,7;;5;2200;29,40;0,5;1,7;;5;2200;75,91;0,5;1,7;;5
2250;-3,00;0,5;1,7;;5;2250;56,73;0,5;1,7;;5;2250;-11,64;0,6;1,7;;5;2250;29,56;0,5;1,7;;5;2250;75,07;0,5;1,7;;5
2300;-3,00;0,5;1,7;;5;2300;56,73;0,5;1,7;;5;2300;-11,64;0,6;1,8;;5;2300;29,73;0,5;1,7;;5;2300;74,39;0,5;1,7;;5
2350;-3,00;0,5;1,7;;5;2350;56,73;0,5;1,7;;5;2350;-11,64;0,6;1,7;;5;2350;29,91;0,5;1,7;;5;2350;73,81;0,5;1,7;;5
2400;-3,00;0,5;1,7;;5;2400;56,73;0,5;1,7;;5;2400;-11,64;0,6;1,7;;5;2400;30,02;0,5;1,7;;5;2400;73,23;0,5;1,7;;5
2450;-3,00;0,5;1,7;;5;2450;56,73;0,5;1,7;;5;2450;-11,64;0,6;1,7;;5;2450;30,12;0,5;1,7;;5;2450;72,81;0,5;1,7;;5
2500;-2,97;0,5;1,7;;5;2500;56,73;0,5;1,7;;5;2500;-11,64;0,6;1,8;;5;2500;30,29;0,5;1,7;;5;2500;72,28;0,5;1,7;;5
2550;-2,72;0,5;1,7;;5;2550;56,73;0,5;1,7;;5;2550;-11,64;0,6;1,8;;5;2550;30,56;0,5;1,7;;5;2550;71,66;0,5;1,7;;5
2600;-2,47;0,5;1,7;;5;2600;56,73;0,5;1,7;;5;2600;-11,64;0,6;1,7;;5;2600;30,81;0,5;1,7;;5;2600;71,07;0,5;1,7;;5
2650;-2,22;0,5;1,7;;5;2650;56,73;0,5;1,7;;5;2650;-11,64;0,6;1,8;;5;2650;31,00;0,5;1,7;;5;2650;70,48;0,5;1,7;;5
2700;-1,88;0,5;1,7;;5;2700;56,73;0,5;1,7;;5;2700;-11,64;0,6;1,7;;5;2700;31,08;0,5;1,7;;5;2700;70,08;0,5;1,7;;5
2750;-1,61;0,5;1,7;;5;2750;56,73;0,5;1,7;;5;2750;-11,64;0,6;1,7;;5;2750;31,09;0,5;1,7;;5;2750;69,72;0,5;1,7;;5
2800;-1,43;0,5;1,7;;5;2800;56,73;0,5;1,7;;5;2800;-11,65;0,6;1,8;;5;2800;31,11;0,5;1,7;;5;2800;69,32;0,5;1,7;;5
2850;-1,40;0,5;1,7;;5;2850;56,73;0,5;1,7;;5;2850;-11,67;0,6;1,8;;5;2850;31,18;0,5;1,7;;5;2850;68,88;0,5;1,7;;5
2900;-1,20;0,5;1,7;;5;2900;56,73;0,5;1,7;;5;2900;-11,67;0,6;1,8;;5;2900;31,31;0,5;1,7;;5;2900;68,33;0,5;1,7;;5
2950;-0,98;0,5;1,7;;5;2950;56,73;0,5;1,7;;5;2950;-11,67;0,6;1,8;;5;2950;31,35;0,5;1,7;;5;2950;68,01;0,5;1,7;;5
3000;-0,66;0,5;1,7;4,79;5;3000;56,73;0,5;1,7;4,75;5;3000;-11,67;0,6;1,8;4,67;5;3000;31,40;0,5;1,7;4,71;5;3000;67,93;0,5;1,7;4,77;5
3050;-0,47;0,5;1,7;;5;3050;56,73;0,5;1,7;;5;3050;-11,67;0,6;1,8;;5;3050;31,47;0,5;1,7;;5;3050;67,88;0,5;1,7;;5
3100;-0,25;0,5;1,7;;5;3100;56,73;0,5;1,7;;5;3100;-11,67;0,6;1,8;;5;3100;31,61;0,5;1,7;;5;3100;67,75;0,5;1,7;;5
3150;-0,06;0,5;1,7;;5;3150;56,73;0,5;1,7;;5;3150;-11,64;0,6;1,8;;5;3150;31,69;0,5;1,7;;5;3150;67,47;0,5;1,7;;5
3200;0,18;0,5;1,7;;5;3200;56,73;0,5;1,7;;5;3200;-11,60;0,6;1,8;;5;3200;31,73;0,5;1,7;;5;3200;67,26;0,5;1,7;;5
3250;0,46;0,6;1,7;;5;3250;56,73;0,5;1,7;;5;3250;-11,56;0,6;1,8;;5;3250;31,74;0,5;1,7;;5;3250;67,08;0,5;1,7;;5
3300;0,60;0,5;1,7;;5;3300;56,73;0,5;1,7;;5;3300;-11,53;0,6;1,8;;5;3300;31,80;0,5;1,7;;5;3300;66,76;0,5;1,7;;5
3350;0,77;0,6;1,7;;5;3350;56,73;0,5;1,7;;5;3350;-11,44;0,6;1,8;;5;3350;31,82;0,5;1,7;;5;3350;66,43;0,5;1,7;;5
3400;0,96;0,6;1,7;;5;3400;56,73;0,5;1,7;;5;3400;-11,36;0,6;1,8;;5;3400;31,86;0,5;1,7;;5;3400;66,09;0,5;1,7;;5
3450;1,13;0,6;1,8;;5;3450;56,73;0,5;1,7;;5;3450;-11,25;0,6;1,8;;5;3450;31,92;0,5;1,7;;5;3450;65,82;0,5;1,7;;5
3500;1,24;0,6;1,7;;5;3500;56,73;0,5;1,7;;5;3500;-11,14;0,6;1,8;;5;3500;31,98;0,5;1,7;;5;3500;65,57;0,5;1,7;;5
3550;1,36;0,6;1,8;;5;3550;56,73;0,5;1,7;;5;3550;-11,02;0,6;1,8;;5;3550;32,03;0,5;1,7;;5;3550;65,30;0,5;1,7;;5
3600;1,47;0,6;1,8;;5;3600;56,73;0,5;1,7;;5;3600;-10,92;0,6;1,8;;5;3600;32,11;0,5;1,7;;5;3600;64,98;0,5;1,7;;5
3650;1,55;0,6;1,8;;5;3650;56,73;0,5;1,7;;5;3650;-10,78;0,6;1,8;;5;3650;32,15;0,5;1,7;;5;3650;64,62;0,5;1,7;;5
3700;1,60;0,6;1,8;;5;3700;56,74;0,5;1,7;;5;3700;-10,68;0,7;1,8;;5;3700;32,21;0,5;1,7;;5;3700;64,27;0,6;1,8;;5
3750;1,60;0,6;1,8;;5;3750;56,75;0,5;1,7;;5;3750;-10,63;0,7;1,8;;5;3750;32,31;0,5;1,7;;5;3750;63,97;0,6;1,8;;5
3800;1,60;0,6;1,8;;5;3800;56,75;0,5;1,7;;5;3800;-10,50;0,7;1,9;;5;3800;32,45;0,5;1,7;;5;3800;63,74;0,6;1,8;;5
3850;1,63;0,6;1,8;;5;3850;56,75;0,5;1,7;;5;3850;-10,35;0,7;1,9;;5;3850;32,67;0,5;1,7;;5;3850;63,51;0,7;1,8;;5
3900;1,71;0,6;1,8;;5;3900;57,00;0,5;1,7;;5;3900;-10,22;0,8;1,9;;5;3900;32,92;0,5;1,7;;5;3900;63,26;0,7;1,8;;5
3950;1,76;0,6;1,8;;5;3950;57,33;0,5;1,7;;5;3950;-10,17;0,8;1,9;;5;3950;33,14;0,6;1,7;;5;3950;62,97;0,7;1,9;;5
4000;1,87;0,6;1,8;4,75;5;4000;57,60;0,5;1,7;4,68;5;4000;-10,17;0,8;1,9;4,75;5;4000;33,29;0,6;1,8;4,70;5;4000;62,70;0,8;1,9;4,73;5
4050;1,93;0,6;1,8;;5;4050;58,14;0,5;1,7;;5;4050;-10,18;0,8;1,9;;5;4050;33,41;0,6;1,8;;5;4050;62,46;0,8;1,9;;5
4100;2,07;0,6;1,8;;5;4100;58,76;0,5;1,7;;5;4100;-10,23;0,8;1,9;;5;4100;33,48;0,6;1,8;;5;4100;62,22;0,9;1,9;;5
4150;2,21;0,6;1,8;;5;4150;59,27;0,5;1,7;;5;4150;-10,23;0,8;1,9;;5;4150;33,56;0,6;1,8;;5;4150;62,01;0,9;2,0;;5
4200;2,31;0,6;1,8;;5;4200;59,39;0,5;1,7;;5;4200;-10,23;0,8;1,9;;5;4200;33,63;0,6;1,8;;5;4200;61,77;1,0;2,0;;5
4250;2,33;0,7;1,8;;5;4250;59,38;0,5;1,7;;5;4250;-10,23;0,8;1,9;;5;4250;33,68;0,6;1,8;;5;4250;61,48;1,0;2,0;;5
4300;2,33;0,7;1,8;;5;4300;59,33;0,5;1,7;;5;4300;-10,23;0,8;1,9;;5;4300;33,75;0,7;1,8;;5;4300;61,18;1,1;2,0;;5
4350;2,33;0,7;1,8;;5;4350;58,92;0,5;1,7;;5;4350;-10,22;0,8;1,9;;5;4350;33,82;0,7;1,8;;5;4350;60,90;1,1;2,0;;5
4400;2,33;0,7;1,8;;5;4400;58,07;0,5;1,7;;5;4400;-10,20;0,8;1,9;;5;4400;33,90;0,7;1,8;;5;4400;60,67;1,1;2,1;;5
4450;2,33;0,7;1,8;;5;4450;57,20;0,5;1,7;;5;4450;-10,15;0,8;1,9;;5;4450;33,99;0,7;1,8;;5;4450;60,51;1,2;2,1;;5
4500;2,34;0,7;1,8;;5;4500;56,66;0,5;1,7;;5;4500;-10,11;0,8;1,9;;5;4500;34,11;0,7;1,9;;5;4500;60,38;1,2;2,1;;5
4550;2,37;0,7;1,8;;5;4550;56,19;0,5;1,7;;5;4550;-9,97;0,8;1,9;;5;4550;34,21;0,8;1,9;;5;4550;60,24;1,2;2,1;;5
4600;2,55;0,7;1,8;;5;4600;55,76;0,5;1,7;;5;4600;-9,89;0,9;1,9;;5;4600;34,32;0,8;1,9;;5;4600;60,07;1,2;2,1;;5
4650;2,65;0,7;1,9;;5;4650;55,38;0,5;1,7;;5;4650;-9,89;0,9;1,9;;5;4650;34,42;0,8;1,9;;5;4650;59,91;1,2;2,1;;5
4700;2,72;0,7;1,9;;5;4700;55,01;0,5;1,7;;5;4700;-9,89;0,9;1,9;;5;4700;34,50;0,9;1,9;;5;4700;59,74;1,2;2,1;;5
4750;2,84;0,8;1,9;;5;4750;54,74;0,5;1,7;;5;4750;-9,89;0,9;1,9;;5;4750;34,60;0,9;2,0;;5;4750;59,52;1,2;2,1;;5
4800;2,93;0,8;1,9;;5;4800;54,63;0,5;1,7;;5;4800;-9,88;0,9;1,9;;5;4800;34,69;0,9;2,0;;5;4800;59,26;1,1;2,1;;5
4850;3,06;0,8;1,9;;5;4850;54,50;0,5;1,7;;5;4850;-9,81;0,9;1,9;;5;4850;34,80;1,0;2,0;;5;4850;58,96;1,1;2,0;;5
4900;3,25;0,9;1,9;;5;4900;54,39;0,5;1,7;;5;4900;-9,71;0,9;2,0;;5;4900;34,93;1,1;2,0;;5;4900;58,71;1,0;2,0;;5
4950;3,43;1,0;2,0;;5;4950;54,15;0,5;1,7;;5;4950;-9,60;1,0;2,0;;5;4950;35,11;1,1;2,1;;5;4950;58,50;1,0;2,0;;5
5000;3,47;1,0;2,0;4,67;5;5000;53,71;0,5;1,7;4,70;5;5000;-9,49;1,0;2,0;4,67;5;5000;35,29;1,2;2,1;4,70;5;5000;58,27;1,0;2,0;4,79;5
5050;3,52;1,0;2,0;;5;5050;53,16;0,5;1,7;;5;5050;-9,37;1,0;2,0;;5;5050;35,50;1,3;2,1;;5;5050;57,99;0,9;2,0;;5
5100;3,68;1,1;2,0;;5;5100;52,63;0,5;1,7;;5;5100;-9,29;1,1;2,0;;5;5100;35,67;1,4;2,2;;5;5100;57,68;0,9;1,9;;5
5150;3,82;1,2;2,1;;5;5150;52,16;0,5;1,7;;5;5150;-9,23;1,1;2,0;;5;5150;35,82;1,5;2,2;;5;5150;57,31;0,8;1,9;;5
5200;4,09;1,4;2,1;;5;5200;51,91;0,5;1,7;;5;5200;-9,20;1,1;2,1;;5;5200;35,94;1,6;2,2;;5;5200;56,99;0,7;1,9;;5
5250;4,22;1,5;2,2;;5;5250;51,63;0,5;1,7;;5;5250;-9,15;1,1;2,1;;5;5250;36,06;1,7;2,2;;5;5250;56,70;0,7;1,8;;5
5300;4,41;1,6;2,2;;5;5300;51,08;0,5;1,7;;5;5300;-9,08;1,2;2,1;;5;5300;36,22;1,8;2,2;;5;5300;56,44;0,7;1,8;;5
5350;4,47;1,7;2,2;;5;5350;50,60;0,5;1,7;;5;5350;-9,03;1,2;2,1;;5;5350;36,34;1,8;2,3;;5;5350;56,19;0,6;1,8;;5
5400;4,50;1,7;2,2;;5;5400;49,94;0,5;1,7;;5;5400;-8,96;1,3;2,1;;5;5400;36,49;1,9;2,3;;5;5400;55,90;0,6;1,8;;5
5450;4,64;1,8;2,3;;5;5450;49,33;0,5;1,7;;5;5450;-8,92;1,3;2,1;;5;5450;36,64;1,9;2,3;;5;5450;55,56;0,6;1,8;;5
5500;4,75;1,9;2,3;;5;5500;48,93;0,5;1,7;;5;5500;-8,86;1,3;2,1;;5;5500;36,77;2,0;2,3;;5;5500;55,28;0,6;1,8;;5
5550;4,91;2,0;2,3;;5;5550;48,58;0,5;1,7;;5;5550;-8,81;1,3;2,1;;5;5550;36,89;2,0;2,3;;5;5550;55,00;0,6;1,8;;5
5600;4,96;2,0;2,3;;5;5600;48,35;0,5;1,7;;5;5600;-8,73;1,4;2,1;;5;5600;36,99;2,0;2,3;;5;5600;54,72;0,6;1,7;;5
5650;5,16;2,1;2,3;;5;5650;48,01;0,5;1,7;;5;5650;-8,63;1,4;2,1;;5;5650;37,07;2,0;2,3;;5;5650;54,42;0,5;1,7;;5
5700;5,30;2,2;2,3;;5;5700;47,69;0,5;1,7;;5;5700;-8,55;1,5;2,2;;5;5700;37,13;2,0;2,3;;5;5700;54,14;0,5;1,7;;5
5750;5,46;2,3;2,4;;5;5750;47,26;0,5;1,7;;5;5750;-8,49;1,5;2,2;;5;5750;37,22;2,0;2,3;;5;5750;53,85;0,5;1,7;;5
5800;5,54;2,3;2,4;;5;5800;46,84;0,5;1,7;;5;5800;-8,46;1,5;2,2;;5;5800;37,34;2,1;2,3;;5;5800;53,56;0,5;1,7;;5
5850;5,68;2,3;2,4;;5;5850;46,51;0,5;1,7;;5;5850;-8,41;1,5;2,2;;5;5850;37,46;2,0;2,3;;5;5850;53,28;0,5;1,7;;5
5900;5,79;2,4;2,4;;5;5900;46,18;0,5;1,7;;5;5900;-8,33;1,6;2,2;;5;5900;37,59;2,0;2,3;;5;5900;53,03;0,5;1,7;;5
5950;5,94;2,4;2,4;;5;5950;45,88;0,5;1,7;;5;5950;-8,25;1,6;2,2;;5;5950;37,72;2,0;2,3;;5;5950;52,77;0,5;1,7;;5
6000;6,02;2,4;2,4;4,64;5;6000;45,58;0,5;1,7;4,68;5;6000;-8,15;1,7;2,2;4,69;5;6000;37,83;2,0;2,3;4,78;5;6000;52,57;0,5;1,7;4,68;5
6050;6,13;2,4;2,4;;5;6050;45,27;0,5;1,7;;5;6050;-8,06;1,7;2,2;;5;6050;37,94;1,9;2,3;;5;6050;52,44;0,5;1,7;;5
6100;6,22;2,4;2,4;;5;6100;44,94;0,5;1,7;;5;6100;-7,98;1,8;2,2;;5;6100;38,02;1,9;2,3;;5;6100;52,30;0,5;1,7;;5
6150;6,30;2,4;2,4;;5;6150;44,51;0,5;1,7;;5;6150;-7,87;1,8;2,3;;5;6150;38,11;1,9;2,3;;5;6150;52,16;0,5;1,7;;5
6200;6,41;2,3;2,4;;5;6200;43,99;0,5;1,7;;5;6200;-7,78;1,9;2,3;;5;6200;38,20;1,9;2,3;;5;6200;51,98;0,5;1,7;;5
6250;6,46;2,4;2,4;;5;6250;43,40;0,5;1,7;;5;6250;-7,68;1,9;2,3;;5;6250;38,31;1,8;2,3;;5;6250;51,81;0,5;1,7;;5
6300;6,59;2,3;2,4;;5;6300;42,90;0,5;1,7;;5;6300;-7,59;1,9;2,3;;5;6300;38,43;1,8;2,3;;5;6300;51,62;0,5;1,7;;5
6350;6,72;2,3;2,4;;5;6350;42,60;0,5;1,7;;5;6350;-7,53;1,9;2,3;;5;6350;38,59;1,7;2,2;;5;6350;51,44;0,5;1,7;;5
6400;6,96;2,2;2,3;;5;6400;42,36;0,5;1,7;;5;6400;-7,46;2,0;2,3;;5;6400;38,72;1,7;2,2;;5;6400;51,25;0,6;1,7;;5
6450;7,14;2,2;2,3;;5;6450;42,10;0,5;1,7;;5;6450;-7,40;2,0;2,3;;5;6450;38,83;1,7;2,2;;5;6450;51,07;0,6;1,7;;5
6500;7,34;2,0;2,3;;5;6500;41,77;0,5;1,7;;5;6500;-7,32;2,0;2,3;;5;6500;38,91;1,6;2,2;;5;6500;50,87;0,6;1,7;;5
6550;7,52;2,0;2,3;;5;6550;41,49;0,5;1,7;;5;6550;-7,23;2,1;2,3;;5;6550;38,99;1,6;2,2;;5;6550;50,69;0,6;1,8;;5
6600;7,74;1,8;2,3;;5;6600;41,23;0,5;1,7;;5;6600;-7,14;2,1;2,3;;5;6600;39,07;1,6;2,2;;5;6600;50,55;0,6;1,8;;5
6650;8,03;1,7;2,2;;5;6650;40,93;0,5;1,7;;5;6650;-7,04;2,1;2,3;;5;6650;39,14;1,6;2,2;;5;6650;50,46;0,6;1,8;;5
6700;8,37;1,6;2,2;;5;6700;40,61;0,5;1,7;;5;6700;-6,94;2,2;2,3;;5;6700;39,20;1,6;2,2;;5;6700;50,34;0,6;1,8;;5
6750;8,66;1,5;2,2;;5;6750;40,37;0,5;1,7;;5;6750;-6,84;2,2;2,3;;5;6750;39,29;1,5;2,2;;5;6750;50,19;0,6;1,8;;5
6800;8,86;1,4;2,2;;5;6800;40,02;0,5;1,7;;5;6800;-6,74;2,2;2,3;;5;6800;39,38;1,5;2,2;;5;6800;50,03;0,6;1,8;;5
6850;8,98;1,4;2,2;;5;6850;39,75;0,5;1,7;;5;6850;-6,67;2,2;2,3;;5;6850;39,47;1,5;2,2;;5;6850;49,85;0,6;1,8;;5
6900;9,06;1,4;2,1;;5;6900;39,51;0,6;1,8;;5;6900;-6,68;2,2;2,3;;5;6900;39,55;1,5;2,2;;5;6900;49,66;0,6;1,8;;5
6950;9,16;1,4;2,1;;5;6950;39,27;0,6;1,8;;5;6950;-6,68;2,2;2,3;;5;6950;39,61;1,4;2,2;;5;6950;49,42;0,6;1,8;;5
7000;9,27;1,4;2,1;4,79;5;7000;39,05;0,6;1,8;4,68;5;7000;-6,68;2,2;2,3;4,78;5;7000;39,65;1,4;2,2;4,72;5;7000;49,16;0,6;1,8;4,70;5
7050;9,46;1,4;2,1;;5;7050;38,58;0,6;1,8;;5;7050;-6,68;2,2;2,3;;5;7050;39,69;1,4;2,1;;5;7050;48,87;0,7;1,8;;5
7100;9,55;1,4;2,1;;5;7100;38,09;0,7;1,8;;5;7100;-6,68;2,2;2,3;;5;7100;39,74;1,4;2,1;;5;7100;48,60;0,7;1,8;;5
7150;9,63;1,4;2,1;;5;7150;37,86;0,7;1,9;;5;7150;-6,68;2,2;2,3;;5;7150;39,80;1,4;2,1;;5;7150;48,36;0,7;1,9;;5
7200;9,79;1,4;2,1;;5;7200;37,67;0,8;1,9;;5;7200;-6,63;2,2;2,3;;5;7200;39,86;1,4;2,1;;5;7200;48,18;0,7;1,9;;5
7250;9,92;1,4;2,2;;5;7250;37,48;0,8;1,9;;5;7250;-6,52;2,2;2,3;;5;7250;39,92;1,4;2,1;;5;7250;48,00;0,8;1,9;;5
7300;10,11;1,5;2,2;;5;7300;37,19;0,9;1,9;;5;7300;-6,43;2,2;2,3;;5;7300;39,99;1,4;2,1;;5;7300;47,81;0,8;1,9;;5
7350;10,22;1,5;2,2;;5;7350;37,06;0,9;1,9;;5;7350;-6,39;2,2;2,3;;5;7350;40,07;1,4;2,1;;5;7350;47,64;0,8;1,9;;5
