Time (s) Run #1;Position (mm) Run #1;Light Intensity (%) Run #1;Log of Light Intensity Run #1;Intensity Vs. Time Run #1;Intensity Vs. Wavelength Run #1;Time (s) Run #2;Position (mm) Run #2;Light Intensity (%) Run #2;Log of Light Intensity Run #2;Intensity Vs. Time Run #2;Intensity Vs. Wavelength Run #2;Time (s) Run #3;Position (mm) Run #3;Light Intensity (%) Run #3;Log of Light Intensity Run #3;Intensity Vs. Time Run #3;Intensity Vs. Wavelength Run #3;Time (s) Run #4;Position (mm) Run #4;Light Intensity (%) Run #4;Log of Light Intensity Run #4;Intensity Vs. Time Run #4;Intensity Vs. Wavelength Run #4;Time (s) Run #5;Position (mm) Run #5;Light Intensity (%) Run #5;Log of Light Intensity Run #5;Intensity Vs. Time Run #5;Intensity Vs. Wavelength Run #5
;;;;;5;;;;;;5;;;;;;5;46100;81,68;0,5;1,7;;5;46100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46150;81,68;0,5;1,7;;5;46150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46200;81,68;0,5;1,7;;5;46200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46250;81,68;0,5;1,7;;5;46250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46300;81,68;0,5;1,7;;5;46300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46350;81,68;0,5;1,7;;5;46350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46400;81,68;0,5;1,7;;5;46400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46450;81,68;0,5;1,7;;5;46450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46500;81,68;0,5;1,7;;5;46500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46550;81,68;0,5;1,7;;5;46550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46600;81,68;0,5;1,7;;5;46600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46650;81,68;0,5;1,7;;5;46650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46700;81,68;0,5;1,7;;5;46700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46750;81,68;0,5;1,7;;5;46750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46800;81,68;0,5;1,7;;5;46800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46850;81,68;0,5;1,7;;5;46850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46900;81,68;0,5;1,7;;5;46900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;46950;81,68;0,5;1,7;;5;46950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47000;81,68;0,5;1,7;4,75;5;47000;67,71;0,5;1,7;4,73;5
;;;;;5;;;;;;5;;;;;;5;47050;81,68;0,5;1,7;;5;47050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47100;81,68;0,5;1,7;;5;47100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47150;81,68;0,5;1,7;;5;47150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47200;81,68;0,5;1,7;;5;47200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47250;81,68;0,5;1,7;;5;47250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47300;81,68;0,5;1,7;;5;47300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47350;81,68;0,5;1,7;;5;47350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47400;81,68;0,5;1,7;;5;47400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47450;81,68;0,5;1,7;;5;47450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47500;81,68;0,5;1,7;;5;47500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47550;81,68;0,5;1,7;;5;47550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47600;81,68;0,5;1,7;;5;47600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47650;81,68;0,5;1,7;;5;47650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47700;81,68;0,5;1,7;;5;47700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47750;81,68;0,5;1,7;;5;47750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47800;81,68;0,5;1,7;;5;47800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47850;81,68;0,5;1,7;;5;47850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47900;81,68;0,5;1,7;;5;47900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;47950;81,68;0,5;1,7;;5;47950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48000;81,68;0,5;1,7;4,78;5;48000;67,71;0,5;1,7;4,79;5
;;;;;5;;;;;;5;;;;;;5;48050;81,68;0,5;1,7;;5;48050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48100;81,68;0,5;1,7;;5;48100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48150;81,68;0,5;1,7;;5;48150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48200;81,68;0,5;1,7;;5;48200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48250;81,68;0,5;1,7;;5;48250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48300;81,68;0,5;1,7;;5;48300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48350;81,68;0,5;1,7;;5;48350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48400;81,68;0,5;1,7;;5;48400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48450;81,68;0,5;1,7;;5;48450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48500;81,68;0,5;1,7;;5;48500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48550;81,68;0,5;1,7;;5;48550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48600;81,68;0,5;1,7;;5;48600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48650;81,68;0,5;1,7;;5;48650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48700;81,68;0,5;1,7;;5;48700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48750;81,68;0,5;1,7;;5;48750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48800;81,68;0,5;1,7;;5;48800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48850;81,68;0,5;1,7;;5;48850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48900;81,68;0,5;1,7;;5;48900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;48950;81,68;0,5;1,7;;5;48950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49000;81,68;0,5;1,7;4,63;5;49000;67,71;0,5;1,7;4,74;5
;;;;;5;;;;;;5;;;;;;5;49050;81,68;0,5;1,7;;5;49050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49100;81,68;0,5;1,7;;5;49100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49150;81,68;0,5;1,7;;5;49150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49200;81,68;0,5;1,7;;5;49200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49250;81,68;0,5;1,7;;5;49250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49300;81,68;0,5;1,7;;5;49300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49350;81,68;0,5;1,7;;5;49350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49400;81,68;0,5;1,7;;5;49400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49450;81,68;0,5;1,7;;5;49450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49500;81,68;0,5;1,7;;5;49500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49550;81,68;0,5;1,7;;5;49550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49600;81,68;0,5;1,7;;5;49600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49650;81,68;0,5;1,7;;5;49650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49700;81,68;0,5;1,7;;5;49700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49750;81,68;0,5;1,7;;5;49750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49800;81,68;0,5;1,7;;5;49800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49850;81,68;0,5;1,7;;5;49850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49900;81,68;0,5;1,7;;5;49900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;49950;81,68;0,5;1,7;;5;49950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50000;81,68;0,5;1,7;4,74;5;50000;67,71;0,5;1,7;4,76;5
;;;;;5;;;;;;5;;;;;;5;50050;81,68;0,5;1,7;;5;50050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50100;81,68;0,5;1,7;;5;50100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50150;81,68;0,5;1,7;;5;50150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50200;81,68;0,5;1,7;;5;50200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50250;81,68;0,5;1,7;;5;50250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50300;81,68;0,5;1,7;;5;50300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50350;81,68;0,5;1,7;;5;50350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50400;81,68;0,5;1,7;;5;50400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50450;81,68;0,5;1,7;;5;50450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50500;81,68;0,5;1,7;;5;50500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50550;81,68;0,5;1,7;;5;50550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50600;81,68;0,5;1,7;;5;50600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50650;81,68;0,5;1,7;;5;50650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50700;81,68;0,5;1,7;;5;50700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50750;81,68;0,5;1,7;;5;50750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50800;81,68;0,5;1,7;;5;50800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50850;81,68;0,5;1,7;;5;50850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50900;81,68;0,5;1,7;;5;50900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;50950;81,68;0,5;1,7;;5;50950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51000;81,68;0,5;1,7;4,80;5;51000;67,71;0,5;1,7;4,70;5
;;;;;5;;;;;;5;;;;;;5;51050;81,68;0,5;1,7;;5;51050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51100;81,68;0,5;1,7;;5;51100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51150;81,68;0,5;1,7;;5;51150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51200;81,68;0,5;1,7;;5;51200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51250;81,68;0,5;1,7;;5;51250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51300;81,68;0,5;1,7;;5;51300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51350;81,68;0,5;1,7;;5;51350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51400;81,68;0,5;1,7;;5;51400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51450;81,68;0,5;1,7;;5;51450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51500;81,68;0,5;1,7;;5;51500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51550;81,68;0,5;1,7;;5;51550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51600;81,68;0,5;1,7;;5;51600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51650;81,68;0,5;1,7;;5;51650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51700;81,68;0,5;1,7;;5;51700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51750;81,68;0,5;1,7;;5;51750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51800;81,68;0,5;1,7;;5;51800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51850;81,68;0,5;1,7;;5;51850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51900;81,68;0,5;1,7;;5;51900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;51950;81,68;0,5;1,7;;5;51950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52000;81,68;0,5;1,7;4,64;5;52000;67,71;0,5;1,7;4,67;5
;;;;;5;;;;;;5;;;;;;5;52050;81,68;0,5;1,7;;5;52050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52100;81,68;0,5;1,7;;5;52100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52150;81,68;0,5;1,7;;5;52150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52200;81,68;0,5;1,7;;5;52200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52250;81,68;0,5;1,7;;5;52250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52300;81,68;0,5;1,7;;5;52300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52350;81,68;0,5;1,7;;5;52350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52400;81,68;0,5;1,7;;5;52400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52450;81,68;0,5;1,7;;5;52450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52500;81,68;0,5;1,7;;5;52500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52550;81,68;0,5;1,7;;5;52550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52600;81,68;0,5;1,7;;5;52600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52650;81,68;0,5;1,7;;5;52650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52700;81,68;0,5;1,7;;5;52700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52750;81,68;0,5;1,7;;5;52750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52800;81,68;0,5;1,7;;5;52800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52850;81,68;0,5;1,7;;5;52850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52900;81,68;0,5;1,7;;5;52900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;52950;81,68;0,5;1,7;;5;52950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53000;81,68;0,5;1,7;4,77;5;53000;67,71;0,5;1,7;4,87;5
;;;;;5;;;;;;5;;;;;;5;53050;81,68;0,5;1,7;;5;53050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53100;81,68;0,5;1,7;;5;53100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53150;81,68;0,5;1,7;;5;53150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53200;81,68;0,5;1,7;;5;53200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53250;81,68;0,5;1,7;;5;53250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53300;81,68;0,5;1,7;;5;53300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53350;81,68;0,5;1,7;;5;53350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53400;81,68;0,5;1,7;;5;53400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53450;81,68;0,5;1,7;;5;53450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53500;81,68;0,5;1,7;;5;53500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53550;81,68;0,5;1,7;;5;53550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53600;81,68;0,5;1,7;;5;53600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53650;81,68;0,5;1,7;;5;53650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53700;81,68;0,5;1,7;;5;53700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53750;81,68;0,5;1,7;;5;53750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53800;81,68;0,5;1,7;;5;53800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53850;81,68;0,5;1,7;;5;53850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53900;81,68;0,5;1,7;;5;53900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;53950;81,68;0,5;1,7;;5;53950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54000;81,68;0,5;1,7;4,83;5;54000;67,71;0,5;1,7;4,58;5
;;;;;5;;;;;;5;;;;;;5;54050;81,68;0,5;1,7;;5;54050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54100;81,68;0,5;1,7;;5;54100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54150;81,68;0,5;1,7;;5;54150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54200;81,68;0,5;1,7;;5;54200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54250;81,68;0,5;1,7;;5;54250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54300;81,68;0,5;1,7;;5;54300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54350;81,68;0,5;1,7;;5;54350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54400;81,68;0,5;1,7;;5;54400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54450;81,68;0,5;1,7;;5;54450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54500;81,68;0,5;1,7;;5;54500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54550;81,68;0,5;1,7;;5;54550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54600;81,68;0,5;1,7;;5;54600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54650;81,68;0,5;1,7;;5;54650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54700;81,68;0,5;1,7;;5;54700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54750;81,68;0,5;1,7;;5;54750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54800;81,68;0,5;1,7;;5;54800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54850;81,68;0,5;1,7;;5;54850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54900;81,68;0,5;1,7;;5;54900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;54950;81,68;0,5;1,7;;5;54950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55000;81,68;0,5;1,7;4,76;5;55000;67,71;0,5;1,7;4,67;5
;;;;;5;;;;;;5;;;;;;5;55050;81,68;0,5;1,7;;5;55050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55100;81,68;0,5;1,7;;5;55100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55150;81,68;0,5;1,7;;5;55150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55200;81,68;0,5;1,7;;5;55200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55250;81,68;0,5;1,7;;5;55250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55300;81,68;0,5;1,7;;5;55300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55350;81,68;0,5;1,7;;5;55350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55400;81,68;0,5;1,7;;5;55400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55450;81,68;0,5;1,7;;5;55450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55500;81,68;0,5;1,7;;5;55500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55550;81,68;0,5;1,7;;5;55550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55600;81,68;0,5;1,7;;5;55600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55650;81,68;0,5;1,7;;5;55650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55700;81,68;0,5;1,7;;5;55700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55750;81,68;0,5;1,7;;5;55750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55800;81,68;0,5;1,7;;5;55800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55850;81,68;0,5;1,7;;5;55850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55900;81,68;0,5;1,7;;5;55900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;55950;81,68;0,5;1,7;;5;55950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56000;81,68;0,5;1,7;4,71;5;56000;67,71;0,5;1,7;4,71;5
;;;;;5;;;;;;5;;;;;;5;56050;81,68;0,5;1,7;;5;56050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56100;81,68;0,5;1,7;;5;56100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56150;81,68;0,5;1,7;;5;56150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56200;81,68;0,5;1,7;;5;56200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56250;81,68;0,5;1,7;;5;56250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56300;81,68;0,5;1,7;;5;56300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56350;81,68;0,5;1,7;;5;56350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56400;81,68;0,5;1,7;;5;56400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56450;81,68;0,5;1,7;;5;56450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56500;81,68;0,5;1,7;;5;56500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56550;81,68;0,5;1,7;;5;56550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56600;81,68;0,5;1,7;;5;56600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56650;81,68;0,5;1,7;;5;56650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56700;81,68;0,5;1,7;;5;56700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56750;81,68;0,5;1,7;;5;56750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56800;81,68;0,5;1,7;;5;56800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56850;81,68;0,5;1,7;;5;56850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56900;81,68;0,5;1,7;;5;56900;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;56950;81,68;0,5;1,7;;5;56950;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57000;81,68;0,5;1,7;4,61;5;57000;67,71;0,5;1,7;4,78;5
;;;;;5;;;;;;5;;;;;;5;57050;81,68;0,5;1,7;;5;57050;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57100;81,68;0,5;1,7;;5;57100;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57150;81,68;0,5;1,7;;5;57150;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57200;81,68;0,5;1,7;;5;57200;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57250;81,68;0,5;1,7;;5;57250;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57300;81,68;0,5;1,7;;5;57300;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57350;81,68;0,5;1,7;;5;57350;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57400;81,68;0,5;1,7;;5;57400;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57450;81,68;0,5;1,7;;5;57450;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57500;81,68;0,5;1,7;;5;57500;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57550;81,68;0,5;1,7;;5;57550;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57600;81,68;0,5;1,7;;5;57600;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57650;81,68;0,5;1,7;;5;57650;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57700;81,68;0,5;1,7;;5;57700;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57750;81,68;0,5;1,7;;5;57750;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57800;81,68;0,5;1,7;;5;57800;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57850;81,68;0,5;1,7;;5;57850;67,71;0,5;1,7;;5
;;;;;5;;;;;;5;;;;;;5;57900;81,68;0,5;1,7;;5;57900;67,71;0,5;1,7;;5
